z_dy;tu;z_kkr_label;cnt
2021;D46;11-BE;95
2021;D46;12-BB;94
2021;D46;13-MV;35
2021;D46;14-SN;57
2021;D46;15-ST;43
2021;D46;16-TH;22
2021;D47;01-SH;13
2021;D47;02-HH;2
2021;D47;03-NI;1
2021;D47;04-HB;1
2021;D47;05-NW;119
2021;D47;07-RP;3
2021;D47;08-BW;19
2021;D47;09-BY;55
2021;D47;10-SL;3
2021;D47;11-BE;31
2021;D47;12-BB;16
2021;D47;13-MV;12
2021;D47;14-SN;19
2021;D47;15-ST;18
2021;D47;16-TH;6
2021;D48;01-SH;10
2021;D48;02-HH;1
2021;D48;05-NW;196
2021;D48;07-RP;31
2021;D48;08-BW;40
2021;D48;09-BY;20
2021;D48;10-SL;21
2021;D48;11-BE;16
2021;D48;12-BB;17
2021;D48;13-MV;3
2021;D48;14-SN;20
2021;D48;15-ST;17
2021;D50;05-NW;1
2021;D50;09-BY;4
2021;D50;11-BE;12
2021;D50;12-BB;23
2021;D50;13-MV;17
2021;D50;14-SN;18
2021;D50;15-ST;24
2021;D50;16-TH;2
2021;D51;11-BE;1
2021;D51;12-BB;4
2021;D51;15-ST;2
2021;D52;11-BE;2
2021;D52;12-BB;1
2021;D53;05-NW;1
2021;D53;08-BW;1
2021;D53;11-BE;5
2021;D53;12-BB;3
2021;D53;14-SN;3
2021;D56;11-BE;3
2021;D57;12-BB;1
2021;D57;14-SN;2
2021;D58;05-NW;1
2021;D58;11-BE;1
2021;D58;14-SN;1
2021;D59;04-HB;1
2021;D59;05-NW;1
2021;D59;09-BY;5
2021;D59;11-BE;5
2021;D59;12-BB;2
2021;D59;13-MV;2
2021;D60;12-BB;2
2021;D60;15-ST;1
2021;D61;05-NW;6
2021;D61;07-RP;4
2021;D61;08-BW;9
2021;D61;09-BY;62
2021;D61;11-BE;49
2021;D61;12-BB;30
2021;D61;13-MV;16
2021;D61;14-SN;28
2021;D61;15-ST;8
2021;D61;16-TH;5
2021;D62;01-SH;2
2021;D62;05-NW;5
2021;D62;09-BY;28
2021;D62;11-BE;32
2021;D62;12-BB;28
2021;D62;13-MV;20
2021;D62;14-SN;28
2021;D62;15-ST;8
2021;D62;16-TH;3
2021;D63;05-NW;2
2021;D63;06-HE;2
2021;D63;07-RP;4
2021;D63;09-BY;173
2021;D63;11-BE;74
2021;D63;12-BB;54
2021;D63;13-MV;26
2021;D63;14-SN;125
2021;D63;15-ST;33
2021;D63;16-TH;12
2021;D64;05-NW;3
2021;D64;07-RP;8
2021;D64;08-BW;5
2021;D64;09-BY;35
2021;D64;10-SL;4
2021;D64;11-BE;35
2021;D64;12-BB;68
2021;D64;13-MV;23
2021;D64;14-SN;62
2021;D64;15-ST;28
2021;D64;16-TH;8
2021;D65;07-RP;1
2021;D65;08-BW;1
2021;D65;09-BY;2
2021;D65;11-BE;6
2021;D65;12-BB;2
2021;D65;14-SN;5
2021;D65;16-TH;2
2021;D67;12-BB;1
2021;D68;01-SH;3
2021;D68;02-HH;3
2021;D68;04-HB;3
2021;D68;05-NW;7
2021;D68;07-RP;2
2021;D68;08-BW;3
2021;D68;09-BY;8
2021;D68;11-BE;10
2021;D68;12-BB;15
2021;D68;13-MV;7
2021;D68;14-SN;17
2021;D68;15-ST;8
2021;D68;16-TH;5
2021;D69;05-NW;5
2021;D69;07-RP;2
2021;D69;08-BW;2
2021;D69;09-BY;29
2021;D69;11-BE;16
2021;D69;12-BB;13
2021;D69;13-MV;14
2021;D69;14-SN;18
2021;D69;15-ST;11
2021;D69;16-TH;3
2021;D70;02-HH;1
2021;D70;05-NW;9
2021;D70;07-RP;3
2021;D70;08-BW;2
2021;D70;09-BY;41
2021;D70;11-BE;46
2021;D70;12-BB;26
2021;D70;13-MV;12
2021;D70;14-SN;33
2021;D70;15-ST;6
2021;D70;16-TH;8
2021;D71;11-BE;1
2021;D72;09-BY;5
2021;D72;11-BE;6
2021;D72;12-BB;3
2021;D72;14-SN;2
2021;D72;15-ST;2
2021;D73;05-NW;1
2021;D73;08-BW;1
2021;D73;09-BY;4
2021;D73;11-BE;1
2021;D73;12-BB;3
2021;D73;13-MV;4
2021;D73;14-SN;2
2021;D73;15-ST;1
2021;D75;12-BB;1
2021;D75;13-MV;1
2021;D75;14-SN;1
2021;D75;15-ST;3
2021;D76;05-NW;2
2021;D76;09-BY;3
2021;D76;11-BE;2
2021;D76;12-BB;1
2021;D76;13-MV;4
2021;D76;14-SN;2
2021;D80;11-BE;1
2021;D80;12-BB;2
2021;D80;14-SN;1
2021;D82;09-BY;1
2021;D83;05-NW;1
2021;D84;09-BY;1
2021;D84;11-BE;3
2021;D84;12-BB;1
2021;D84;14-SN;3
2021;D86;04-HB;1
2021;D86;09-BY;1
2021;D86;10-SL;1
2021;D86;11-BE;1
2021;D86;12-BB;9
2021;D86;14-SN;4
2021;D86;15-ST;1
2021;D86;16-TH;1
2021;D89;04-HB;1
2021;D89;05-NW;3
2021;D89;07-RP;2
2021;D89;08-BW;6
2021;D89;09-BY;7
2021;D89;11-BE;1
2021;D89;12-BB;2
2021;D89;14-SN;3
2021;D90;05-NW;1
2021;D90;11-BE;1
2021;D90;12-BB;2
2021;D90;13-MV;1
2021;D90;14-SN;8
2021;D90;16-TH;1
2021;E03;07-RP;2
2021;E03;11-BE;17
2021;E03;12-BB;15
2021;E03;13-MV;13
2021;E03;14-SN;24
2021;E03;15-ST;17
2021;E03;16-TH;1
2021;E04;10-SL;1
2021;E04;11-BE;2
2021;E04;12-BB;2
2021;E04;13-MV;4
2021;E04;14-SN;6
2021;E04;15-ST;4
2021;E05;04-HB;1
2021;E05;05-NW;2
2021;E05;07-RP;1
2021;E05;10-SL;1
2021;E05;11-BE;6
2021;E05;12-BB;1
2021;E05;13-MV;4
2021;E05;14-SN;7
2021;E05;15-ST;5
2021;E05;16-TH;2
2021;E06;11-BE;1
2021;E06;12-BB;1
2021;E06;13-MV;1
2021;E06;14-SN;1
2021;E07;12-BB;1
2021;E07;13-MV;1
2021;E10;04-HB;2
2021;E10;05-NW;3
2021;E10;08-BW;1
2021;E10;09-BY;1
2021;E10;10-SL;1
2021;E10;11-BE;10
2021;E10;12-BB;17
2021;E10;13-MV;10
2021;E10;14-SN;15
2021;E10;15-ST;6
2021;E10;16-TH;3
2021;E11;01-SH;2
2021;E11;02-HH;1
2021;E11;04-HB;6
2021;E11;05-NW;27
2021;E11;07-RP;6
2021;E11;08-BW;23
2021;E11;09-BY;35
2021;E11;10-SL;11
2021;E11;11-BE;213
2021;E11;12-BB;381
2021;E11;13-MV;279
2021;E11;14-SN;714
2021;E11;15-ST;395
2021;E11;16-TH;65
2021;E12;11-BE;3
2021;E12;12-BB;1
2021;E12;14-SN;2
2021;E13;01-SH;1
2021;E13;09-BY;3
2021;E13;11-BE;6
2021;E13;12-BB;6
2021;E13;13-MV;4
2021;E13;14-SN;6
2021;E13;15-ST;6
2021;E13;16-TH;2
2021;E14;01-SH;5
2021;E14;02-HH;6
2021;E14;04-HB;8
2021;E14;05-NW;33
2021;E14;07-RP;3
2021;E14;08-BW;57
2021;E14;09-BY;52
2021;E14;10-SL;25
2021;E14;11-BE;33
2021;E14;12-BB;45
2021;E14;13-MV;33
2021;E14;14-SN;71
2021;E14;15-ST;45
2021;E14;16-TH;6
2021;E15;11-BE;1
2021;E15;12-BB;1
2021;E15;13-MV;1
2021;E16;01-SH;2
2021;E16;05-NW;1
2021;E16;09-BY;6
2021;E16;11-BE;2
2021;E16;12-BB;2
2021;E16;13-MV;2
2021;E16;14-SN;4
2021;E16;15-ST;3
2021;E16;16-TH;1
2021;E21;13-MV;1
2021;E21;14-SN;2
2021;E22;09-BY;1
2021;E22;13-MV;1
2021;E22;14-SN;3
2021;E22;15-ST;1
2021;E23;09-BY;2
2021;E23;11-BE;1
2021;E23;12-BB;1
2021;E23;16-TH;1
2021;E27;09-BY;4
2021;E27;11-BE;4
2021;E27;12-BB;2
2021;E27;13-MV;3
2021;E27;14-SN;6
2021;E27;15-ST;1
2021;E29;13-MV;1
2021;E32;02-HH;1
2021;E32;11-BE;1
2021;E34;08-BW;1
2021;E34;12-BB;1
2021;E34;13-MV;1
2021;E34;14-SN;1
2021;E41;05-NW;3
2021;E41;07-RP;1
2021;E41;09-BY;6
2021;E41;11-BE;55
2021;E41;12-BB;21
2021;E41;13-MV;2
2021;E41;14-SN;30
2021;E41;15-ST;2
2021;E41;16-TH;2
2021;E42;13-MV;1
2021;E42;14-SN;1
2021;E43;09-BY;2
2021;E43;11-BE;26
2021;E43;12-BB;10
2021;E43;13-MV;1
2021;E43;14-SN;10
2021;E43;15-ST;2
2021;E43;16-TH;3
2021;E44;11-BE;5
2021;E44;15-ST;1
2021;E46;05-NW;3
2021;E46;09-BY;2
2021;E46;11-BE;2
2021;E46;12-BB;2
2021;E46;13-MV;2
2021;E46;14-SN;20
2021;E46;15-ST;5
2021;E50;14-SN;1
2021;E51;01-SH;1
2021;E51;11-BE;2
2021;E51;12-BB;3
2021;E51;13-MV;2
2021;E51;14-SN;5
2021;E51;15-ST;2
2021;E53;15-ST;1
2021;E55;12-BB;1
2021;E55;13-MV;2
2021;E60;11-BE;1
2021;E61;12-BB;1
2021;E61;13-MV;1
2021;E61;15-ST;1
2021;E63;11-BE;1
2021;E63;12-BB;2
2021;E63;15-ST;1
2021;E64;11-BE;1
2021;E64;14-SN;2
2021;E65;11-BE;1
2021;E66;01-SH;3
2021;E66;02-HH;2
2021;E66;04-HB;1
2021;E66;05-NW;7
2021;E66;07-RP;2
2021;E66;08-BW;5
2021;E66;10-SL;2
2021;E66;11-BE;22
2021;E66;12-BB;18
2021;E66;13-MV;15
2021;E66;14-SN;40
2021;E66;15-ST;13
2021;E66;16-TH;1
2021;E72;08-BW;1
2021;E75;14-SN;3
2021;E78;01-SH;1
2021;E78;05-NW;2
2021;E78;07-RP;1
2021;E78;08-BW;2
2021;E78;10-SL;3
2021;E78;11-BE;11
2021;E78;12-BB;6
2021;E78;13-MV;4
2021;E78;14-SN;22
2021;E78;15-ST;1
2021;E78;16-TH;2
2021;E79;12-BB;2
2021;E79;13-MV;1
2021;E79;15-ST;1
2021;E8;11-BE;1
2021;E80;12-BB;1
2021;E80;15-ST;1
2021;E83;05-NW;2
2021;E83;08-BW;1
2021;E83;09-BY;6
2021;E83;11-BE;26
2021;E83;12-BB;15
2021;E83;13-MV;7
2021;E83;14-SN;18
2021;E83;15-ST;7
2021;E83;16-TH;2
2021;E84;05-NW;2
2021;E85;01-SH;1
2021;E85;05-NW;4
2021;E85;08-BW;5
2021;E85;09-BY;4
2021;E85;10-SL;3
2021;E85;11-BE;9
2021;E85;12-BB;8
2021;E85;13-MV;3
2021;E85;14-SN;11
2021;E86;01-SH;4
2021;E86;02-HH;3
2021;E86;04-HB;4
2021;E86;05-NW;6
2021;E86;06-HE;1
2021;E86;07-RP;2
2021;E86;08-BW;12
2021;E86;09-BY;108
2021;E86;11-BE;150
2021;E86;12-BB;78
2021;E86;13-MV;32
2021;E86;14-SN;95
2021;E86;15-ST;36
2021;E86;16-TH;15
2021;E87;01-SH;5
2021;E87;05-NW;25
2021;E87;06-HE;5
2021;E87;08-BW;9
2021;E87;09-BY;62
2021;E87;10-SL;5
2021;E87;11-BE;83
2021;E87;12-BB;38
2021;E87;13-MV;26
2021;E87;14-SN;40
2021;E87;15-ST;23
2021;E87;16-TH;7
2021;E88;01-SH;1
2021;E88;05-NW;2
2021;E88;06-HE;1
2021;E88;07-RP;1
2021;E88;08-BW;2
2021;E88;09-BY;29
2021;E88;10-SL;1
2021;E88;11-BE;26
2021;E88;12-BB;18
2021;E88;13-MV;4
2021;E88;14-SN;23
2021;E88;15-ST;6
2021;E88;16-TH;1
2021;E89;12-BB;2
2021;E89;13-MV;2
2021;E89;14-SN;6
2021;E89;15-ST;1
2021;F00;09-BY;10
2021;F00;11-BE;25
2021;F00;12-BB;37
2021;F00;13-MV;8
2021;F00;14-SN;29
2021;F00;15-ST;28
2021;F00;16-TH;3
2021;F01;01-SH;4
2021;F01;04-HB;2
2021;F01;05-NW;8
2021;F01;08-BW;4
2021;F01;09-BY;11
2021;F01;10-SL;5
2021;F01;11-BE;39
2021;F01;12-BB;29
2021;F01;13-MV;17
2021;F01;14-SN;39
2021;F01;15-ST;42
2021;F02;09-BY;1
2021;F02;11-BE;14
2021;F02;12-BB;9
2021;F02;13-MV;1
2021;F02;14-SN;8
2021;F02;15-ST;6
2021;F02;16-TH;1
2021;F03;01-SH;56
2021;F03;02-HH;15
2021;F03;04-HB;9
2021;F03;05-NW;76
2021;F03;06-HE;1
2021;F03;07-RP;1
2021;F03;08-BW;79
2021;F03;09-BY;116
2021;F03;10-SL;15
2021;F03;11-BE;106
2021;F03;12-BB;112
2021;F03;13-MV;57
2021;F03;14-SN;145
2021;F03;15-ST;80
2021;F03;16-TH;18
2021;F04;16-TH;1
2021;F05;05-NW;11
2021;F05;06-HE;1
2021;F05;08-BW;2
2021;F05;09-BY;4
2021;F05;10-SL;1
2021;F05;11-BE;11
2021;F05;12-BB;14
2021;F05;13-MV;14
2021;F05;14-SN;18
2021;F05;15-ST;11
2021;F05;16-TH;3
2021;F06;09-BY;1
2021;F06;11-BE;4
2021;F06;12-BB;1
2021;F06;13-MV;1
2021;F06;14-SN;8
2021;F06;15-ST;2
2021;F07;09-BY;2
2021;F07;11-BE;2
2021;F07;13-MV;2
2021;F07;14-SN;1
2021;F07;15-ST;1
2021;F09;11-BE;1
2021;F09;14-SN;2
2021;F10;01-SH;5
2021;F10;05-NW;7
2021;F10;08-BW;7
2021;F10;09-BY;8
2021;F10;10-SL;4
2021;F10;11-BE;65
2021;F10;12-BB;69
2021;F10;13-MV;57
2021;F10;14-SN;101
2021;F10;15-ST;29
2021;F10;16-TH;7
2021;F11;05-NW;1
2021;F11;11-BE;1
2021;F11;12-BB;1
2021;F11;13-MV;1
2021;F11;14-SN;1
2021;F12;11-BE;3
2021;F12;12-BB;1
2021;F12;13-MV;1
2021;F12;14-SN;1
2021;F13;11-BE;2
2021;F13;12-BB;2
2021;F15;11-BE;2
2021;F16;12-BB;1
2021;F16;13-MV;1
2021;F17;04-HB;1
2021;F17;05-NW;2
2021;F17;07-RP;4
2021;F17;08-BW;7
2021;F17;09-BY;4
2021;F17;10-SL;2
2021;F17;11-BE;115
2021;F17;12-BB;82
2021;F17;13-MV;41
2021;F17;14-SN;76
2021;F17;15-ST;32
2021;F17;16-TH;8
2021;F19;05-NW;1
2021;F19;08-BW;2
2021;F19;11-BE;5
2021;F19;12-BB;3
2021;F19;14-SN;4
2021;F20;07-RP;1
2021;F20;08-BW;1
2021;F20;09-BY;1
2021;F20;11-BE;13
2021;F20;12-BB;5
2021;F20;13-MV;3
2021;F20;14-SN;6
2021;F20;15-ST;3
2021;F20;16-TH;1
2021;F21;14-SN;1
2021;F22;01-SH;1
2021;F22;11-BE;2
2021;F25;11-BE;1
2021;F25;13-MV;1
2021;F25;14-SN;1
2021;F25;15-ST;1
2021;F29;05-NW;1
2021;F29;07-RP;1
2021;F31;11-BE;2
2021;F31;12-BB;3
2021;F31;13-MV;1
2021;F31;14-SN;1
2021;F31;15-ST;1
2021;F32;02-HH;1
2021;F32;04-HB;1
2021;F32;05-NW;1
2021;F32;07-RP;2
2021;F32;08-BW;2
2021;F32;09-BY;5
2021;F32;11-BE;19
2021;F32;12-BB;22
2021;F32;13-MV;8
2021;F32;14-SN;22
2021;F32;15-ST;14
2021;F32;16-TH;1
2021;F33;11-BE;1
2021;F33;12-BB;1
2021;F33;13-MV;3
2021;F33;14-SN;8
2021;F33;15-ST;1
2021;F33;16-TH;3
2021;F34;11-BE;1
2021;F40;09-BY;1
2021;F40;11-BE;1
2021;F41;11-BE;3
2021;F41;12-BB;2
2021;F41;13-MV;2
2021;F41;14-SN;6
2021;F43;09-BY;1
2021;F43;11-BE;1
2021;F43;14-SN;2
2021;F44;15-ST;1
2021;F45;07-RP;1
2021;F45;09-BY;1
2021;F45;11-BE;7
2021;F45;12-BB;21
2021;F45;14-SN;1
2021;F45;15-ST;3
2021;F48;11-BE;3
2021;F48;14-SN;1
2021;F50;01-SH;1
2021;F50;09-BY;4
2021;F50;11-BE;18
2021;F50;12-BB;1
2021;F50;13-MV;8
2021;F50;14-SN;10
2021;F50;15-ST;1
2021;F51;11-BE;1
2021;F51;14-SN;1
2021;F52;16-TH;1
2021;F60;07-RP;1
2021;F60;12-BB;2
2021;F60;13-MV;1
2021;F60;16-TH;1
2021;F61;11-BE;1
2021;F61;14-SN;3
2021;F62;11-BE;1
2021;F62;12-BB;1
2021;F68;14-SN;1
2021;F70;14-SN;1
2021;F71;13-MV;1
2021;F71;15-ST;1
2021;F72;13-MV;2
2021;F72;14-SN;3
2021;F73;14-SN;1
2021;F79;12-BB;2
2021;F79;14-SN;1
2021;F79;15-ST;4
2021;F80;15-ST;1
2021;G00;11-BE;2
2021;G00;12-BB;1
2021;G02;09-BY;2
2021;G03;05-NW;1
2021;G03;08-BW;1
2021;G03;09-BY;3
2021;G03;11-BE;1
2021;G03;12-BB;1
2021;G03;13-MV;2
2021;G03;14-SN;1
2021;G04;05-NW;1
2021;G04;08-BW;1
2021;G04;09-BY;4
2021;G04;11-BE;2
2021;G04;12-BB;1
2021;G04;13-MV;1
2021;G04;14-SN;2
2021;G04;15-ST;2
2021;G04;16-TH;1
2021;G05;09-BY;3
2021;G06;05-NW;1
2021;G06;08-BW;1
2021;G06;09-BY;2
2021;G06;12-BB;1
2021;G06;14-SN;1
2021;G08;05-NW;1
2021;G09;05-NW;1
2021;G09;08-BW;1
2021;G09;11-BE;1
2021;G10;08-BW;1
2021;G10;09-BY;2
2021;G10;14-SN;1
2021;G11;12-BB;1
2021;G12;01-SH;2
2021;G12;02-HH;1
2021;G12;05-NW;9
2021;G12;08-BW;5
2021;G12;09-BY;4
2021;G12;11-BE;4
2021;G12;12-BB;5
2021;G12;13-MV;2
2021;G12;14-SN;4
2021;G13;09-BY;1
2021;G13;11-BE;1
2021;G13;12-BB;1
2021;G13;16-TH;1
2021;G14;09-BY;1
2021;G20;01-SH;13
2021;G20;02-HH;9
2021;G20;03-NI;1
2021;G20;04-HB;3
2021;G20;05-NW;26
2021;G20;08-BW;30
2021;G20;09-BY;17
2021;G20;10-SL;7
2021;G20;11-BE;37
2021;G20;12-BB;35
2021;G20;13-MV;14
2021;G20;14-SN;42
2021;G20;15-ST;18
2021;G20;16-TH;8
2021;G21;09-BY;6
2021;G21;12-BB;4
2021;G21;13-MV;3
2021;G21;14-SN;3
2021;G21;15-ST;3
2021;G22;15-ST;1
2021;G23;01-SH;1
2021;G23;05-NW;2
2021;G23;09-BY;1
2021;G23;11-BE;1
2021;G23;13-MV;1
2021;G24;05-NW;1
2021;G25;11-BE;1
2021;G25;13-MV;2
2021;G25;14-SN;1
2021;G25;16-TH;1
2021;G30;01-SH;13
2021;G30;02-HH;1
2021;G30;05-NW;8
2021;G30;08-BW;5
2021;G30;09-BY;13
2021;G30;10-SL;6
2021;G30;11-BE;9
2021;G30;12-BB;17
2021;G30;13-MV;3
2021;G30;14-SN;11
2021;G30;15-ST;6
2021;G30;16-TH;2
2021;G31;08-BW;2
2021;G31;09-BY;4
2021;G31;10-SL;1
2021;G31;11-BE;2
2021;G31;12-BB;2
2021;G31;13-MV;6
2021;G31;14-SN;3
2021;G35;01-SH;1
2021;G35;05-NW;7
2021;G35;08-BW;9
2021;G35;09-BY;5
2021;G35;10-SL;1
2021;G35;11-BE;4
2021;G35;12-BB;10
2021;G35;13-MV;3
2021;G35;14-SN;4
2021;G35;15-ST;3
2021;G35;16-TH;1
2021;G36;11-BE;1
2021;G37;09-BY;1
2021;G37;11-BE;1
2021;G40;01-SH;6
2021;G40;04-HB;1
2021;G40;05-NW;4
2021;G40;06-HE;1
2021;G40;07-RP;1
2021;G40;08-BW;8
2021;G40;09-BY;15
2021;G40;10-SL;3
2021;G40;11-BE;34
2021;G40;12-BB;29
2021;G40;13-MV;26
2021;G40;14-SN;54
2021;G40;15-ST;35
2021;G40;16-TH;2
2021;G41;04-HB;1
2021;G41;05-NW;13
2021;G41;08-BW;5
2021;G41;09-BY;24
2021;G41;10-SL;2
2021;G41;11-BE;9
2021;G41;12-BB;6
2021;G41;13-MV;6
2021;G41;14-SN;9
2021;G41;15-ST;5
2021;G41;16-TH;3
2021;G43;15-ST;1
2021;G45;09-BY;2
2021;G45;11-BE;4
2021;G45;12-BB;2
2021;G45;13-MV;3
2021;G45;14-SN;1
2021;G45;15-ST;1
2021;G46;11-BE;2
2021;G46;15-ST;1
2021;G47;05-NW;2
2021;G47;07-RP;2
2021;G47;08-BW;2
2021;G47;11-BE;3
2021;G47;12-BB;3
2021;G47;13-MV;9
2021;G47;14-SN;12
2021;G47;15-ST;6
2021;G50;14-SN;2
2021;G51;13-MV;1
2021;G52;05-NW;1
2021;G52;14-SN;1
2021;G55;11-BE;1
2021;G55;15-ST;2
2021;G60;12-BB;1
2021;G61;08-BW;1
2021;G61;11-BE;2
2021;G61;12-BB;2
2021;G61;13-MV;1
2021;G61;14-SN;3
2021;G61;15-ST;1
2021;G61;16-TH;1
2021;G62;05-NW;3
2021;G62;08-BW;1
2021;G62;09-BY;1
2021;G62;11-BE;5
2021;G62;12-BB;8
2021;G62;13-MV;4
2021;G62;14-SN;11
2021;G62;15-ST;4
2021;G63;09-BY;1
2021;G63;13-MV;3
2021;G63;14-SN;2
2021;G63;15-ST;1
2021;G70;01-SH;1
2021;G70;02-HH;1
2021;G70;05-NW;6
2021;G70;08-BW;2
2021;G70;09-BY;4
2021;G70;11-BE;5
2021;G70;12-BB;1
2021;G70;13-MV;1
2021;G70;14-SN;2
2021;G70;15-ST;3
2021;G70;16-TH;2
2021;G71;05-NW;6
2021;G71;08-BW;1
2021;G71;11-BE;2
2021;G71;12-BB;3
2021;G71;13-MV;2
2021;G71;15-ST;1
2021;G72;09-BY;1
2021;G72;10-SL;1
2021;G72;12-BB;3
2021;G72;13-MV;1
2021;G72;14-SN;1
2021;G80;01-SH;1
2021;G80;12-BB;2
2021;G81;01-SH;1
2021;G81;07-RP;1
2021;G81;09-BY;4
2021;G81;11-BE;16
2021;G81;12-BB;16
2021;G81;13-MV;12
2021;G81;14-SN;17
2021;G81;15-ST;8
2021;G81;16-TH;4
2021;G82;05-NW;2
2021;G82;06-HE;1
2021;G82;08-BW;4
2021;G82;09-BY;3
2021;G82;11-BE;7
2021;G82;12-BB;14
2021;G82;13-MV;9
2021;G82;14-SN;12
2021;G82;15-ST;6
2021;G82;16-TH;3
2021;G83;14-SN;1
2021;G90;15-ST;1
2021;G91;01-SH;2
2021;G91;09-BY;4
2021;G91;11-BE;6
2021;G91;12-BB;5
2021;G91;13-MV;6
2021;G91;14-SN;6
2021;G91;15-ST;1
2021;G91;16-TH;2
2021;G92;05-NW;1
2021;G92;15-ST;1
2021;G93;05-NW;21
2021;G93;06-HE;9
2021;G93;07-RP;3
2021;G93;08-BW;8
2021;G93;09-BY;230
2021;G93;10-SL;2
2021;G93;11-BE;189
2021;G93;12-BB;74
2021;G93;13-MV;41
2021;G93;14-SN;64
2021;G93;15-ST;34
2021;G93;16-TH;6
2021;G94;09-BY;2
2021;G94;13-MV;1
2021;G94;14-SN;1
2021;G94;16-TH;2
2021;G95;01-SH;1
2021;G95;09-BY;1
2021;G95;14-SN;2
2021;G96;08-BW;1
2021;G96;11-BE;3
2021;G96;13-MV;1
2021;G96;14-SN;1
2021;G97;13-MV;1
2021;G97;15-ST;1
2021;G99;11-BE;1
2021;H05;09-BY;1
2021;H05;14-SN;1
2021;H25;12-BB;1
2021;H26;14-SN;1
2021;H33;13-MV;1
2021;H34;14-SN;1
2021;H35;12-BB;1
2021;H35;14-SN;1
2021;H40;11-BE;3
2021;H40;14-SN;7
2021;H40;15-ST;2
2021;H44;12-BB;1
2021;H47;12-BB;1
2021;H48;15-ST;1
2021;H53;11-BE;1
2021;H54;11-BE;1
2021;H54;12-BB;1
2021;H54;15-ST;1
2021;H54;16-TH;3
2021;H70;12-BB;1
2021;H70;15-ST;1
2021;H81;15-ST;1
2021;H91;13-MV;1
2021;H91;14-SN;2
2021;H91;16-TH;1
2021;H93;12-BB;1
2021;H93;14-SN;2
2021;I0.;13-MV;2
2021;I01;08-BW;3
2021;I01;13-MV;1
2021;I05;05-NW;7
2021;I05;08-BW;10
2021;I05;10-SL;2
2021;I05;11-BE;2
2021;I05;12-BB;2
2021;I05;14-SN;2
2021;I06;11-BE;1
2021;I06;14-SN;1
2021;I06;15-ST;1
2021;I07;01-SH;3
2021;I07;05-NW;4
2021;I07;08-BW;9
2021;I07;09-BY;4
2021;I07;10-SL;2
2021;I07;11-BE;2
2021;I07;12-BB;4
2021;I07;14-SN;8
2021;I07;16-TH;1
2021;I08;02-HH;2
2021;I08;05-NW;13
2021;I08;08-BW;10
2021;I08;09-BY;6
2021;I08;10-SL;1
2021;I08;11-BE;7
2021;I08;12-BB;6
2021;I08;13-MV;6
2021;I08;14-SN;8
2021;I08;15-ST;7
2021;I08;16-TH;5
2021;I09;05-NW;2
2021;I09;09-BY;1
2021;I10;01-SH;11
2021;I10;02-HH;2
2021;I10;04-HB;6
2021;I10;05-NW;25
2021;I10;07-RP;19
2021;I10;08-BW;16
2021;I10;09-BY;100
2021;I10;10-SL;7
2021;I10;11-BE;332
2021;I10;12-BB;562
2021;I10;13-MV;387
2021;I10;14-SN;1035
2021;I10;15-ST;526
2021;I10;16-TH;101
2021;I11;01-SH;20
2021;I11;02-HH;2
2021;I11;04-HB;5
2021;I11;05-NW;37
2021;I11;07-RP;1
2021;I11;08-BW;75
2021;I11;09-BY;107
2021;I11;10-SL;9
2021;I11;11-BE;62
2021;I11;12-BB;50
2021;I11;13-MV;53
2021;I11;14-SN;161
2021;I11;15-ST;78
2021;I11;16-TH;19
2021;I12;01-SH;3
2021;I12;02-HH;3
2021;I12;04-HB;1
2021;I12;05-NW;16
2021;I12;08-BW;10
2021;I12;09-BY;10
2021;I12;10-SL;6
2021;I12;11-BE;16
2021;I12;12-BB;5
2021;I12;13-MV;2
2021;I12;14-SN;1
2021;I12;15-ST;6
2021;I12;16-TH;1
2021;I13;01-SH;7
2021;I13;02-HH;7
2021;I13;04-HB;4
2021;I13;05-NW;32
2021;I13;06-HE;1
2021;I13;08-BW;31
2021;I13;09-BY;75
2021;I13;10-SL;5
2021;I13;11-BE;24
2021;I13;12-BB;17
2021;I13;13-MV;22
2021;I13;14-SN;37
2021;I13;15-ST;15
2021;I13;16-TH;10
2021;I15;09-BY;1
2021;I15;11-BE;5
2021;I15;12-BB;6
2021;I15;13-MV;5
2021;I15;14-SN;6
2021;I15;15-ST;3
2021;I15;16-TH;1
2021;I18;13-MV;3
2021;I20;04-HB;1
2021;I20;05-NW;1
2021;I20;08-BW;2
2021;I20;09-BY;2
2021;I20;12-BB;9
2021;I20;13-MV;1
2021;I20;14-SN;4
2021;I20;15-ST;1
2021;I20;16-TH;2
2021;I21;01-SH;61
2021;I21;02-HH;10
2021;I21;04-HB;25
2021;I21;05-NW;140
2021;I21;07-RP;2
2021;I21;08-BW;174
2021;I21;09-BY;256
2021;I21;10-SL;28
2021;I21;11-BE;134
2021;I21;12-BB;105
2021;I21;13-MV;66
2021;I21;14-SN;132
2021;I21;15-ST;69
2021;I21;16-TH;24
2021;I22;02-HH;2
2021;I22;09-BY;2
2021;I22;11-BE;3
2021;I22;12-BB;2
2021;I22;13-MV;3
2021;I22;14-SN;9
2021;I22;15-ST;5
2021;I23;09-BY;2
2021;I23;11-BE;2
2021;I23;14-SN;3
2021;I23;15-ST;2
2021;I24;01-SH;1
2021;I24;05-NW;7
2021;I24;07-RP;1
2021;I24;08-BW;3
2021;I24;09-BY;8
