z_dy;tu;z_kkr_label;cnt
2020;I77;05-NW;2
2020;I77;08-BW;5
2020;I77;09-BY;6
2020;I77;11-BE;9
2020;I77;12-BB;5
2020;I77;13-MV;1
2020;I77;14-SN;4
2020;I77;15-ST;2
2020;I78;01-SH;1
2020;I78;05-NW;4
2020;I78;08-BW;2
2020;I78;12-BB;1
2020;I79;13-MV;2
2020;I79;14-SN;6
2020;I79;15-ST;1
2020;I80;01-SH;1
2020;I80;02-HH;1
2020;I80;03-NI;1
2020;I80;05-NW;6
2020;I80;07-RP;3
2020;I80;09-BY;43
2020;I80;11-BE;26
2020;I80;12-BB;31
2020;I80;13-MV;26
2020;I80;14-SN;54
2020;I80;15-ST;30
2020;I80;16-TH;13
2020;I81;05-NW;6
2020;I81;08-BW;2
2020;I81;09-BY;10
2020;I81;10-SL;1
2020;I81;11-BE;10
2020;I81;12-BB;12
2020;I81;13-MV;6
2020;I81;14-SN;13
2020;I81;15-ST;4
2020;I81;16-TH;3
2020;I82;01-SH;1
2020;I82;05-NW;4
2020;I82;08-BW;2
2020;I82;09-BY;12
2020;I82;11-BE;2
2020;I82;12-BB;4
2020;I82;13-MV;7
2020;I82;14-SN;7
2020;I82;15-ST;4
2020;I82;16-TH;2
2020;I83;05-NW;3
2020;I83;08-BW;1
2020;I83;10-SL;2
2020;I83;11-BE;1
2020;I83;12-BB;2
2020;I83;13-MV;2
2020;I83;14-SN;6
2020;I83;15-ST;2
2020;I84;15-ST;1
2020;I85;05-NW;6
2020;I85;07-RP;1
2020;I85;08-BW;3
2020;I85;09-BY;31
2020;I85;10-SL;3
2020;I85;11-BE;8
2020;I85;12-BB;7
2020;I85;13-MV;11
2020;I85;14-SN;23
2020;I85;15-ST;9
2020;I85;16-TH;2
2020;I86;09-BY;1
2020;I86;11-BE;1
2020;I86;14-SN;2
2020;I87;05-NW;1
2020;I87;08-BW;1
2020;I87;09-BY;6
2020;I87;10-SL;1
2020;I87;11-BE;17
2020;I87;12-BB;10
2020;I87;13-MV;1
2020;I87;14-SN;8
2020;I87;15-ST;7
2020;I87;16-TH;1
2020;I89;05-NW;1
2020;I89;08-BW;1
2020;I89;09-BY;2
2020;I89;11-BE;4
2020;I89;12-BB;4
2020;I89;13-MV;2
2020;I89;14-SN;1
2020;I89;15-ST;1
2020;I95;09-BY;6
2020;I95;11-BE;5
2020;I95;12-BB;11
2020;I95;13-MV;4
2020;I95;14-SN;7
2020;I95;15-ST;4
2020;I96;13-MV;1
2020;I97;09-BY;1
2020;I97;11-BE;3
2020;I97;12-BB;1
2020;I97;13-MV;1
2020;I97;14-SN;1
2020;I97;16-TH;1
2020;I98;05-NW;2
2020;I98;09-BY;3
2020;I98;11-BE;2
2020;I98;12-BB;2
2020;I98;13-MV;3
2020;I98;14-SN;3
2020;I98;16-TH;1
2020;I99;05-NW;2
2020;I99;08-BW;1
2020;I99;09-BY;7
2020;I99;11-BE;2
2020;I99;12-BB;3
2020;I99;14-SN;37
2020;I99;15-ST;4
2020;J 1;13-MV;1
2020;J04;09-BY;1
2020;J04;11-BE;1
2020;J05;08-BW;1
2020;J06;09-BY;4
2020;J06;11-BE;9
2020;J06;13-MV;3
2020;J06;14-SN;14
2020;J06;15-ST;4
2020;J09;09-BY;1
2020;J09;11-BE;1
2020;J09;13-MV;2
2020;J09;16-TH;2
2020;J1;13-MV;1
2020;J10;01-SH;1
2020;J10;05-NW;2
2020;J10;08-BW;5
2020;J10;09-BY;4
2020;J10;10-SL;1
2020;J10;11-BE;3
2020;J10;12-BB;4
2020;J10;13-MV;4
2020;J10;14-SN;5
2020;J10;15-ST;3
2020;J10;16-TH;2
2020;J11;02-HH;1
2020;J11;05-NW;3
2020;J11;08-BW;1
2020;J11;12-BB;1
2020;J11;15-ST;1
2020;J11;16-TH;1
2020;J12;01-SH;10
2020;J12;02-HH;3
2020;J12;04-HB;1
2020;J12;05-NW;13
2020;J12;07-RP;4
2020;J12;08-BW;1
2020;J12;09-BY;216
2020;J12;11-BE;64
2020;J12;12-BB;60
2020;J12;13-MV;40
2020;J12;14-SN;311
2020;J12;15-ST;47
2020;J12;16-TH;41
2020;J13;01-SH;1
2020;J13;08-BW;1
2020;J13;09-BY;3
2020;J13;11-BE;6
2020;J13;12-BB;3
2020;J13;14-SN;3
2020;J14;09-BY;1
2020;J14;11-BE;3
2020;J14;12-BB;1
2020;J14;14-SN;1
2020;J15;01-SH;7
2020;J15;05-NW;18
2020;J15;06-HE;1
2020;J15;09-BY;28
2020;J15;11-BE;222
2020;J15;12-BB;120
2020;J15;13-MV;56
2020;J15;14-SN;128
2020;J15;15-ST;74
2020;J15;16-TH;22
2020;J16;05-NW;1
2020;J16;06-HE;1
2020;J16;09-BY;4
2020;J16;11-BE;17
2020;J16;12-BB;11
2020;J16;13-MV;11
2020;J16;14-SN;6
2020;J16;15-ST;8
2020;J16;16-TH;7
2020;J17;05-NW;3
2020;J17;07-RP;2
2020;J17;09-BY;43
2020;J17;11-BE;19
2020;J17;12-BB;11
2020;J17;13-MV;6
2020;J17;14-SN;33
2020;J17;15-ST;12
2020;J17;16-TH;8
2020;J18;01-SH;30
2020;J18;02-HH;26
2020;J18;03-NI;1
2020;J18;04-HB;8
2020;J18;05-NW;174
2020;J18;06-HE;12
2020;J18;07-RP;27
2020;J18;08-BW;74
2020;J18;09-BY;1229
2020;J18;10-SL;9
2020;J18;11-BE;426
2020;J18;12-BB;302
2020;J18;13-MV;220
2020;J18;14-SN;706
2020;J18;15-ST;310
2020;J18;16-TH;155
2020;J20;05-NW;1
2020;J20;08-BW;1
2020;J20;09-BY;3
2020;J20;11-BE;2
2020;J20;12-BB;5
2020;J20;13-MV;5
2020;J20;14-SN;9
2020;J20;15-ST;2
2020;J21;09-BY;3
2020;J21;11-BE;1
2020;J21;12-BB;2
2020;J21;13-MV;1
2020;J21;14-SN;2
2020;J22;01-SH;1
2020;J22;05-NW;1
2020;J22;09-BY;16
2020;J22;11-BE;2
2020;J22;12-BB;2
2020;J22;13-MV;2
2020;J22;14-SN;2
2020;J22;16-TH;1
2020;J25;13-MV;1
2020;J26;13-MV;1
2020;J30;14-SN;1
2020;J31;12-BB;1
2020;J31;13-MV;2
2020;J32;12-BB;1
2020;J34;11-BE;2
2020;J35;14-SN;1
2020;J36;15-ST;1
2020;J37;14-SN;1
2020;J38;08-BW;2
2020;J38;09-BY;3
2020;J38;11-BE;7
2020;J38;13-MV;2
2020;J38;16-TH;1
2020;J39;05-NW;1
2020;J39;09-BY;4
2020;J39;10-SL;1
2020;J39;11-BE;5
2020;J39;12-BB;7
2020;J39;13-MV;5
2020;J39;14-SN;6
2020;J39;15-ST;1
2020;J39;16-TH;1
2020;J40;05-NW;2
2020;J40;08-BW;1
2020;J40;09-BY;1
2020;J40;11-BE;4
2020;J40;12-BB;1
2020;J40;13-MV;1
2020;J40;14-SN;4
2020;J40;16-TH;1
2020;J41;11-BE;2
2020;J41;12-BB;2
2020;J41;13-MV;2
2020;J41;14-SN;3
2020;J41;15-ST;2
2020;J41;16-TH;2
2020;J42;05-NW;1
2020;J42;09-BY;1
2020;J42;10-SL;1
2020;J42;13-MV;2
2020;J42;14-SN;6
2020;J42;15-ST;1
2020;J43;01-SH;1
2020;J43;02-HH;1
2020;J43;04-HB;1
2020;J43;05-NW;29
2020;J43;07-RP;3
2020;J43;08-BW;18
2020;J43;09-BY;12
2020;J43;10-SL;2
2020;J43;11-BE;28
2020;J43;12-BB;18
2020;J43;13-MV;13
2020;J43;14-SN;40
2020;J43;15-ST;16
2020;J43;16-TH;6
2020;J44;01-SH;47
2020;J44;02-HH;16
2020;J44;04-HB;22
2020;J44;05-NW;328
2020;J44;06-HE;2
2020;J44;07-RP;34
2020;J44;08-BW;157
2020;J44;09-BY;199
2020;J44;10-SL;41
2020;J44;11-BE;423
2020;J44;12-BB;309
2020;J44;13-MV;204
2020;J44;14-SN;468
2020;J44;15-ST;273
2020;J44;16-TH;93
2020;J45;02-HH;3
2020;J45;05-NW;8
2020;J45;08-BW;4
2020;J45;09-BY;5
2020;J45;10-SL;3
2020;J45;11-BE;15
2020;J45;12-BB;8
2020;J45;13-MV;10
2020;J45;14-SN;29
2020;J45;15-ST;18
2020;J45;16-TH;8
2020;J46;12-BB;1
2020;J46;13-MV;1
2020;J46;15-ST;2
2020;J46;16-TH;2
2020;J47;05-NW;1
2020;J47;08-BW;1
2020;J47;09-BY;1
2020;J47;11-BE;5
2020;J47;13-MV;1
2020;J50;13-MV;2
2020;J60;14-SN;1
2020;J61;01-SH;2
2020;J61;02-HH;1
2020;J61;04-HB;1
2020;J61;05-NW;4
2020;J61;09-BY;1
2020;J61;11-BE;4
2020;J61;12-BB;2
2020;J61;13-MV;2
2020;J61;14-SN;1
2020;J61;15-ST;1
2020;J62;05-NW;6
2020;J62;09-BY;1
2020;J62;10-SL;3
2020;J62;11-BE;3
2020;J62;13-MV;1
2020;J62;14-SN;10
2020;J62;16-TH;4
2020;J63;05-NW;1
2020;J63;11-BE;1
2020;J63;13-MV;1
2020;J63;16-TH;1
2020;J64;08-BW;1
2020;J64;09-BY;1
2020;J64;12-BB;1
2020;J64;14-SN;1
2020;J67;08-BW;1
2020;J67;12-BB;1
2020;J68;09-BY;1
2020;J68;11-BE;2
2020;J68;12-BB;1
2020;J68;13-MV;4
2020;J68;14-SN;1
2020;J69;01-SH;9
2020;J69;02-HH;5
2020;J69;03-NI;1
2020;J69;04-HB;1
2020;J69;05-NW;32
2020;J69;06-HE;4
2020;J69;07-RP;2
2020;J69;08-BW;23
2020;J69;09-BY;341
2020;J69;10-SL;3
2020;J69;11-BE;140
2020;J69;12-BB;83
2020;J69;13-MV;37
2020;J69;14-SN;121
2020;J69;15-ST;56
2020;J69;16-TH;22
2020;J70;05-NW;2
2020;J70;08-BW;1
2020;J70;09-BY;6
2020;J70;11-BE;11
2020;J70;12-BB;10
2020;J70;13-MV;2
2020;J70;14-SN;5
2020;J70;15-ST;7
2020;J70;16-TH;2
2020;J80;01-SH;1
2020;J80;05-NW;7
2020;J80;06-HE;1
2020;J80;07-RP;1
2020;J80;08-BW;1
2020;J80;09-BY;23
2020;J80;11-BE;51
2020;J80;12-BB;34
2020;J80;13-MV;12
2020;J80;14-SN;67
2020;J80;15-ST;14
2020;J80;16-TH;19
2020;J81;02-HH;1
2020;J81;05-NW;1
2020;J81;06-HE;1
2020;J81;08-BW;1
2020;J81;09-BY;122
2020;J81;11-BE;36
2020;J81;12-BB;33
2020;J81;13-MV;9
2020;J81;14-SN;48
2020;J81;15-ST;15
2020;J81;16-TH;10
2020;J82;12-BB;1
2020;J84;01-SH;7
2020;J84;02-HH;3
2020;J84;04-HB;2
2020;J84;05-NW;49
2020;J84;08-BW;42
2020;J84;09-BY;40
2020;J84;10-SL;8
2020;J84;11-BE;28
2020;J84;12-BB;26
2020;J84;13-MV;9
2020;J84;14-SN;57
2020;J84;15-ST;15
2020;J84;16-TH;9
2020;J85;04-HB;1
2020;J85;05-NW;1
2020;J85;09-BY;2
2020;J85;11-BE;2
2020;J85;12-BB;4
2020;J85;13-MV;3
2020;J85;14-SN;5
2020;J85;15-ST;4
2020;J85;16-TH;2
2020;J86;02-HH;2
2020;J86;04-HB;1
2020;J86;05-NW;9
2020;J86;07-RP;3
2020;J86;08-BW;8
2020;J86;09-BY;35
2020;J86;11-BE;22
2020;J86;12-BB;14
2020;J86;13-MV;12
2020;J86;14-SN;24
2020;J86;15-ST;14
2020;J86;16-TH;3
2020;J90;01-SH;2
2020;J90;05-NW;14
2020;J90;06-HE;1
2020;J90;07-RP;7
2020;J90;08-BW;6
2020;J90;09-BY;112
2020;J90;10-SL;2
2020;J90;11-BE;85
2020;J90;12-BB;38
2020;J90;13-MV;25
2020;J90;14-SN;76
2020;J90;15-ST;33
2020;J90;16-TH;12
2020;J91;05-NW;5
2020;J91;06-HE;1
2020;J91;07-RP;1
2020;J91;09-BY;25
2020;J91;11-BE;29
2020;J91;12-BB;13
2020;J91;13-MV;20
2020;J91;14-SN;39
2020;J91;15-ST;14
2020;J91;16-TH;5
2020;J92;14-SN;3
2020;J93;05-NW;4
2020;J93;07-RP;1
2020;J93;08-BW;2
2020;J93;09-BY;13
2020;J93;11-BE;10
2020;J93;12-BB;2
2020;J93;13-MV;5
2020;J93;14-SN;6
2020;J93;15-ST;5
2020;J93;16-TH;2
2020;J94;05-NW;3
2020;J94;09-BY;10
2020;J94;11-BE;8
2020;J94;12-BB;7
2020;J94;13-MV;8
2020;J94;14-SN;5
2020;J94;15-ST;4
2020;J95;05-NW;1
2020;J95;09-BY;5
2020;J95;11-BE;20
2020;J95;12-BB;15
2020;J95;13-MV;9
2020;J95;14-SN;7
2020;J95;15-ST;7
2020;J95;16-TH;3
2020;J96;01-SH;23
2020;J96;02-HH;3
2020;J96;05-NW;93
2020;J96;06-HE;51
2020;J96;07-RP;80
2020;J96;08-BW;2
2020;J96;09-BY;876
2020;J96;11-BE;1419
2020;J96;12-BB;771
2020;J96;13-MV;419
2020;J96;14-SN;1186
2020;J96;15-ST;473
2020;J96;16-TH;249
2020;J98;01-SH;1
2020;J98;02-HH;1
2020;J98;04-HB;1
2020;J98;05-NW;9
2020;J98;07-RP;3
2020;J98;08-BW;5
2020;J98;09-BY;31
2020;J98;10-SL;1
2020;J98;11-BE;35
2020;J98;12-BB;14
2020;J98;13-MV;10
2020;J98;14-SN;30
2020;J98;15-ST;12
2020;J98;16-TH;3
2020;J99;09-BY;1
2020;J99;14-SN;2
2020;K04;12-BB;1
2020;K04;13-MV;1
2020;K07;11-BE;1
2020;K07;13-MV;4
2020;K10;11-BE;2
2020;K10;12-BB;1
2020;K11;01-SH;3
2020;K11;12-BB;1
2020;K11;14-SN;1
2020;K11;15-ST;1
2020;K12;05-NW;1
2020;K12;09-BY;1
2020;K12;11-BE;1
2020;K12;12-BB;2
2020;K12;13-MV;3
2020;K12;14-SN;2
2020;K12;15-ST;1
2020;K13;09-BY;1
2020;K13;11-BE;1
2020;K13;12-BB;1
2020;K13;15-ST;1
2020;K14;13-MV;2
2020;K20;05-NW;2
2020;K20;06-HE;1
2020;K20;08-BW;2
2020;K20;09-BY;1
2020;K20;10-SL;2
2020;K20;11-BE;1
2020;K20;12-BB;1
2020;K20;14-SN;5
2020;K21;05-NW;2
2020;K21;09-BY;2
2020;K21;11-BE;4
2020;K21;12-BB;4
2020;K21;13-MV;7
2020;K21;14-SN;15
2020;K21;15-ST;6
2020;K21;16-TH;4
2020;K22;02-HH;1
2020;K22;03-NI;1
2020;K22;04-HB;1
2020;K22;05-NW;5
2020;K22;07-RP;2
2020;K22;08-BW;2
2020;K22;09-BY;12
2020;K22;10-SL;1
2020;K22;11-BE;8
2020;K22;12-BB;7
2020;K22;13-MV;5
2020;K22;14-SN;28
2020;K22;15-ST;8
2020;K22;16-TH;3
2020;K25;01-SH;1
2020;K25;02-HH;1
2020;K25;04-HB;3
2020;K25;05-NW;12
2020;K25;08-BW;15
2020;K25;09-BY;24
2020;K25;11-BE;13
2020;K25;12-BB;5
2020;K25;13-MV;13
2020;K25;14-SN;29
2020;K25;15-ST;9
2020;K25;16-TH;1
2020;K26;01-SH;3
2020;K26;05-NW;6
2020;K26;08-BW;6
2020;K26;09-BY;14
2020;K26;11-BE;10
2020;K26;12-BB;10
2020;K26;13-MV;5
2020;K26;14-SN;16
2020;K26;15-ST;6
2020;K26;16-TH;2
2020;K27;08-BW;2
2020;K27;11-BE;2
2020;K27;12-BB;4
2020;K27;13-MV;2
2020;K27;14-SN;1
2020;K27;15-ST;2
2020;K28;09-BY;1
2020;K28;10-SL;1
2020;K28;12-BB;2
2020;K28;13-MV;1
2020;K28;15-ST;1
2020;K29;05-NW;7
2020;K29;08-BW;2
2020;K29;09-BY;2
2020;K29;11-BE;11
2020;K29;12-BB;10
2020;K29;13-MV;9
2020;K29;14-SN;10
2020;K29;15-ST;12
2020;K29;16-TH;2
2020;K30;11-BE;1
2020;K31;01-SH;2
2020;K31;05-NW;2
2020;K31;07-RP;1
2020;K31;08-BW;4
2020;K31;09-BY;18
2020;K31;11-BE;10
2020;K31;12-BB;11
2020;K31;13-MV;8
2020;K31;14-SN;21
2020;K31;15-ST;5
2020;K31;16-TH;3
2020;K35;05-NW;1
2020;K35;13-MV;1
2020;K35;14-SN;3
2020;K36;11-BE;1
2020;K37;05-NW;1
2020;K40;05-NW;5
2020;K40;08-BW;3
2020;K40;10-SL;1
2020;K40;11-BE;1
2020;K40;12-BB;1
2020;K40;13-MV;1
2020;K40;14-SN;8
2020;K41;05-NW;1
2020;K42;08-BW;1
2020;K42;09-BY;1
2020;K42;11-BE;2
2020;K42;12-BB;1
2020;K42;14-SN;2
2020;K42;16-TH;1
2020;K43;05-NW;3
2020;K43;08-BW;1
2020;K43;09-BY;2
2020;K43;10-SL;2
2020;K43;12-BB;2
2020;K43;14-SN;3
2020;K43;15-ST;2
2020;K43;16-TH;1
2020;K44;02-HH;1
2020;K44;03-NI;1
2020;K44;05-NW;3
2020;K44;08-BW;6
2020;K44;09-BY;2
2020;K44;11-BE;2
2020;K44;12-BB;1
2020;K44;13-MV;2
2020;K44;14-SN;6
2020;K44;15-ST;2
2020;K45;05-NW;1
2020;K46;08-BW;2
2020;K46;09-BY;1
2020;K46;10-SL;1
2020;K46;12-BB;1
2020;K46;14-SN;2
2020;K46;15-ST;1
2020;K47;13-MV;1
2020;K50;01-SH;1
2020;K50;05-NW;2
2020;K50;09-BY;2
2020;K50;10-SL;1
2020;K50;11-BE;5
2020;K50;12-BB;2
2020;K50;14-SN;5
2020;K50;15-ST;3
2020;K50;16-TH;1
2020;K51;01-SH;2
2020;K51;05-NW;1
2020;K51;06-HE;1
2020;K51;10-SL;1
2020;K51;11-BE;4
2020;K51;12-BB;2
2020;K51;13-MV;2
2020;K51;14-SN;8
2020;K51;15-ST;4
2020;K52;05-NW;1
2020;K52;06-HE;1
2020;K52;07-RP;1
2020;K52;08-BW;5
2020;K52;09-BY;4
2020;K52;11-BE;7
2020;K52;12-BB;5
2020;K52;13-MV;2
2020;K52;14-SN;10
2020;K52;15-ST;5
2020;K52;16-TH;1
2020;K55;01-SH;5
2020;K55;02-HH;1
2020;K55;03-NI;1
2020;K55;04-HB;1
2020;K55;05-NW;38
2020;K55;06-HE;1
2020;K55;08-BW;33
2020;K55;09-BY;66
2020;K55;10-SL;7
2020;K55;11-BE;35
2020;K55;12-BB;18
2020;K55;13-MV;15
2020;K55;14-SN;68
2020;K55;15-ST;21
2020;K55;16-TH;12
2020;K56;01-SH;9
2020;K56;02-HH;5
2020;K56;04-HB;1
2020;K56;05-NW;50
2020;K56;06-HE;5
2020;K56;07-RP;4
2020;K56;08-BW;31
2020;K56;09-BY;448
2020;K56;10-SL;1
2020;K56;11-BE;151
2020;K56;12-BB;120
2020;K56;13-MV;73
2020;K56;14-SN;195
2020;K56;15-ST;68
2020;K56;16-TH;43
2020;K57;01-SH;3
2020;K57;02-HH;3
2020;K57;04-HB;3
2020;K57;05-NW;26
2020;K57;07-RP;1
2020;K57;08-BW;26
2020;K57;09-BY;11
2020;K57;10-SL;2
2020;K57;11-BE;12
2020;K57;12-BB;18
2020;K57;13-MV;10
2020;K57;14-SN;25
2020;K57;15-ST;10
2020;K57;16-TH;2
2020;K58;05-NW;1
2020;K58;12-BB;1
2020;K58;14-SN;1
2020;K59;08-BW;1
2020;K59;09-BY;2
2020;K59;11-BE;7
2020;K59;12-BB;3
2020;K59;13-MV;3
2020;K59;14-SN;9
2020;K59;15-ST;3
2020;K59;16-TH;1
2020;K60;05-NW;2
2020;K60;13-MV;3
2020;K60;14-SN;1
2020;K61;09-BY;2
2020;K61;11-BE;3
2020;K61;12-BB;1
2020;K61;13-MV;2
2020;K61;14-SN;1
2020;K61;16-TH;1
2020;K62;05-NW;1
2020;K62;07-RP;1
2020;K62;08-BW;2
2020;K62;09-BY;5
2020;K62;11-BE;3
2020;K62;12-BB;1
2020;K62;13-MV;3
2020;K62;14-SN;3
2020;K62;15-ST;2
2020;K63;01-SH;1
2020;K63;02-HH;1
2020;K63;05-NW;28
2020;K63;07-RP;1
2020;K63;08-BW;21
2020;K63;09-BY;55
2020;K63;10-SL;7
2020;K63;11-BE;42
2020;K63;12-BB;28
2020;K63;13-MV;15
2020;K63;14-SN;51
2020;K63;15-ST;24
2020;K63;16-TH;11
2020;K64;05-NW;1
2020;K65;01-SH;3
2020;K65;05-NW;13
2020;K65;06-HE;1
2020;K65;07-RP;1
2020;K65;08-BW;13
2020;K65;09-BY;167
2020;K65;11-BE;89
2020;K65;12-BB;71
2020;K65;13-MV;42
2020;K65;14-SN;93
2020;K65;15-ST;48
2020;K65;16-TH;18
2020;K66;05-NW;2
2020;K66;08-BW;5
2020;K66;09-BY;3
2020;K66;11-BE;3
2020;K66;12-BB;6
2020;K66;13-MV;2
2020;K66;14-SN;7
2020;K66;15-ST;2
2020;K66;16-TH;5
2020;K67;11-BE;1
2020;K67;13-MV;1
2020;K70;01-SH;11
2020;K70;02-HH;2
2020;K70;04-HB;6
2020;K70;05-NW;59
2020;K70;07-RP;1
2020;K70;08-BW;42
2020;K70;09-BY;41
2020;K70;10-SL;4
2020;K70;11-BE;40
2020;K70;12-BB;45
2020;K70;13-MV;58
2020;K70;14-SN;121
2020;K70;15-ST;56
2020;K70;16-TH;24
2020;K71;02-HH;1
2020;K71;05-NW;1
2020;K71;08-BW;1
2020;K71;09-BY;13
2020;K71;11-BE;8
2020;K71;12-BB;2
2020;K71;13-MV;8
2020;K71;14-SN;14
2020;K71;15-ST;7
2020;K71;16-TH;1
2020;K72;01-SH;6
2020;K72;04-HB;1
2020;K72;05-NW;32
2020;K72;06-HE;20
2020;K72;07-RP;3
2020;K72;08-BW;8
2020;K72;09-BY;443
2020;K72;10-SL;2
2020;K72;11-BE;301
2020;K72;12-BB;227
2020;K72;13-MV;173
2020;K72;14-SN;326
2020;K72;15-ST;158
2020;K72;16-TH;81
2020;K73;05-NW;1
2020;K73;13-MV;3
2020;K74;01-SH;10
2020;K74;02-HH;1
2020;K74;03-NI;1
2020;K74;04-HB;5
2020;K74;05-NW;97
2020;K74;06-HE;2
2020;K74;07-RP;1
2020;K74;08-BW;90
2020;K74;09-BY;121
2020;K74;10-SL;15
2020;K74;11-BE;85
2020;K74;12-BB;91
2020;K74;13-MV;75
2020;K74;14-SN;158
2020;K74;15-ST;77
2020;K74;16-TH;19
2020;K75;03-NI;1
2020;K75;05-NW;10
2020;K75;08-BW;6
2020;K75;09-BY;9
2020;K75;10-SL;2
2020;K75;11-BE;26
2020;K75;12-BB;13
2020;K75;13-MV;3
2020;K75;14-SN;14
2020;K75;15-ST;10
2020;K76;01-SH;2
2020;K76;05-NW;14
2020;K76;06-HE;1
2020;K76;07-RP;1
2020;K76;08-BW;7
2020;K76;09-BY;146
2020;K76;11-BE;43
2020;K76;12-BB;68
2020;K76;13-MV;35
2020;K76;14-SN;62
2020;K76;15-ST;40
2020;K76;16-TH;14
2020;K77;09-BY;1
2020;K77;12-BB;4
2020;K80;04-HB;1
2020;K80;05-NW;4
2020;K80;08-BW;9
2020;K80;09-BY;8
2020;K80;11-BE;6
2020;K80;12-BB;5
2020;K80;13-MV;5
2020;K80;14-SN;20
2020;K80;15-ST;5
2020;K80;16-TH;2
2020;K81;01-SH;1
2020;K81;04-HB;2
2020;K81;05-NW;24
2020;K81;08-BW;16
2020;K81;09-BY;21
2020;K81;10-SL;2
2020;K81;11-BE;4
2020;K81;12-BB;2
2020;K81;13-MV;4
2020;K81;14-SN;14
2020;K81;15-ST;5
2020;K81;16-TH;3
2020;K82;01-SH;1
2020;K82;05-NW;2
2020;K82;09-BY;2
2020;K82;10-SL;1
2020;K82;12-BB;1
2020;K82;13-MV;1
2020;K83;01-SH;4
2020;K83;02-HH;1
2020;K83;05-NW;15
2020;K83;08-BW;9
2020;K83;09-BY;95
2020;K83;10-SL;3
2020;K83;11-BE;69
2020;K83;12-BB;33
2020;K83;13-MV;22
2020;K83;14-SN;88
2020;K83;15-ST;31
2020;K83;16-TH;15
2020;K85;01-SH;5
2020;K85;02-HH;1
2020;K85;04-HB;1
2020;K85;05-NW;10
2020;K85;06-HE;2
2020;K85;08-BW;9
2020;K85;09-BY;17
2020;K85;10-SL;2
2020;K85;11-BE;5
2020;K85;12-BB;16
2020;K85;13-MV;4
2020;K85;14-SN;23
2020;K85;15-ST;11
2020;K85;16-TH;5
2020;K86;01-SH;2
2020;K86;05-NW;7
2020;K86;08-BW;4
2020;K86;09-BY;5
2020;K86;11-BE;7
2020;K86;12-BB;15
2020;K86;13-MV;11
2020;K86;14-SN;41
2020;K86;15-ST;12
2020;K86;16-TH;3
2020;K90;11-BE;6
2020;K90;14-SN;1
2020;K91;05-NW;2
2020;K91;07-RP;1
2020;K91;09-BY;17
2020;K91;11-BE;22
2020;K91;12-BB;12
2020;K91;13-MV;18
2020;K91;14-SN;42
2020;K91;15-ST;13
2020;K91;16-TH;13
2020;K92;01-SH;9
2020;K92;02-HH;3
2020;K92;04-HB;1
2020;K92;05-NW;30
2020;K92;06-HE;4
2020;K92;07-RP;1
2020;K92;08-BW;25
2020;K92;09-BY;358
2020;K92;10-SL;2
2020;K92;11-BE;107
2020;K92;12-BB;86
2020;K92;13-MV;58
2020;K92;14-SN;152
2020;K92;15-ST;77
2020;K92;16-TH;28
2020;K93;15-ST;1
2020;L02;05-NW;2
2020;L02;07-RP;1
2020;L02;08-BW;3
2020;L02;09-BY;6
2020;L02;10-SL;1
2020;L02;11-BE;2
2020;L02;12-BB;1
2020;L02;13-MV;3
2020;L02;14-SN;4
2020;L02;15-ST;2
2020;L03;05-NW;2
2020;L03;08-BW;2
2020;L03;09-BY;3
2020;L03;11-BE;1
2020;L03;12-BB;1
2020;L03;13-MV;3
2020;L03;14-SN;1
2020;L03;16-TH;3
2020;L04;14-SN;2
2020;L08;09-BY;3
2020;L08;13-MV;1
2020;L08;14-SN;1
2020;L08;16-TH;2
2020;L12;04-HB;1
2020;L12;05-NW;1
2020;L12;15-ST;1
2020;L20;11-BE;1
2020;L20;14-SN;2
2020;L23;13-MV;1
2020;L27;15-ST;1
2020;L30;14-SN;1
2020;L30;15-ST;1
2020;L40;05-NW;1
2020;L40;07-RP;1
2020;L40;12-BB;2
2020;L40;13-MV;1
2020;L40;14-SN;3
2020;L40;15-ST;1
2020;L50;12-BB;3
2020;L50;14-SN;1
2020;L51;09-BY;1
2020;L51;11-BE;1
2020;L51;12-BB;2
2020;L53;11-BE;1
2020;L57;13-MV;1
2020;L73;12-BB;1
2020;L81;11-BE;1
2020;L89;01-SH;1
2020;L89;02-HH;2
2020;L89;04-HB;1
2020;L89;07-RP;1
2020;L89;08-BW;1
2020;L89;09-BY;3
2020;L89;11-BE;15
2020;L89;12-BB;13
2020;L89;13-MV;13
2020;L89;14-SN;31
2020;L89;15-ST;27
2020;L89;16-TH;12
2020;L90;13-MV;1
2020;L90;14-SN;1
2020;L93;12-BB;1
2020;L93;14-SN;2
2020;L97;09-BY;2
2020;L97;11-BE;2
2020;L97;12-BB;2
2020;L97;13-MV;1
2020;L97;14-SN;3
2020;L97;15-ST;1
2020;L98;09-BY;1
2020;L98;11-BE;2
2020;L98;12-BB;2
2020;L98;14-SN;1
2020;L98;15-ST;1
2020;M00;01-SH;1
2020;M00;05-NW;2
2020;M00;08-BW;2
2020;M00;09-BY;1
2020;M00;11-BE;1
2020;M00;12-BB;3
2020;M00;13-MV;2
2020;M00;14-SN;2
2020;M00;15-ST;1
2020;M05;07-RP;1
2020;M05;12-BB;2
2020;M05;14-SN;6
2020;M05;15-ST;4
2020;M05;16-TH;1
2020;M06;05-NW;3
2020;M06;07-RP;2
2020;M06;08-BW;4
2020;M06;09-BY;1
